링크ID,위험도,위험등급,시군구,읍면동,도로명,도로길이_m,차로수_편도,사고건수,사망자수,중상자수,경상자수,부상신고자수
1020013101,14.73,3,용산구,원효로1가,백범로,134,3,8,0,4,5,1
1020013103,0.00,1,용산구,문배동,백범로90길,146,1,0,0,0,0,0
1020013202,4.49,2,용산구,원효로1가,백범로,135,4,7,0,2,5,1
1020013203,16.48,3,용산구,문배동,백범로90길,30,1,3,0,2,4,0
1020013303,0.52,1,용산구,한남동,한남대로,26,3,1,0,0,2,0
1020013501,6.71,2,용산구,한남동,이태원로,427,2,19,0,2,22,1
1020013602,3.46,2,용산구,한남동,이태원로,221,2,4,0,3,3,0
1020013603,1.19,1,용산구,한남동,이태원로,101,2,1,0,1,0,0
1020013604,0.15,1,용산구,한남동,이태원로,94,2,1,0,0,2,0
1020013802,1.56,1,용산구,효창동,효창원로,86,3,2,0,1,2,0
1020014101,6.29,2,용산구,한강로1가,한강대로,97,7,5,0,2,7,0
1020014102,8.17,2,용산구,한강로1가,한강대로,630,4,17,0,5,30,2
1020014201,3.80,2,용산구,한강로1가,한강대로,104,5,5,0,1,13,4
1020014302,0.04,1,용산구,도원동,새창로,168,2,1,0,0,1,0
1020014502,0.00,1,용산구,문배동,청파로,98,3,0,0,0,0,0
1020014601,0.00,1,용산구,문배동,청파로,152,2,0,0,0,0,0
1020014602,0.00,1,용산구,한강로1가,청파로,99,2,0,0,0,0,0
1020015202,0.98,1,용산구,원효로1가,원효로,343,3,6,0,1,8,1
1020015203,5.90,2,용산구,원효로1가,원효로,227,4,10,0,3,7,1
1020015300,2.98,1,용산구,효창동,백범로,370,3,11,0,3,8,3
1020015702,3.11,2,용산구,용산동2가,녹사평대로,420,3,12,0,2,13,1
1020016400,8.11,2,용산구,원효로1가,한강대로77길,177,2,11,0,2,15,0
1020016500,4.46,2,용산구,이태원동,소월로,702,2,10,0,6,8,0
1020016600,0.21,1,용산구,이태원동,소월로,694,2,3,0,1,2,0
1020016701,0.34,1,용산구,효창동,효창원로,321,2,4,0,0,5,1
1020016901,10.47,3,용산구,용산동2가,신흥로,924,1,27,0,8,23,3
1020017104,7.01,2,용산구,한남동,한남대로,211,4,6,0,4,20,1
1020017201,1.88,1,용산구,한남동,소월로,420,2,6,0,3,4,2
1020017202,1.48,1,용산구,한남동,소월로,407,2,6,0,2,5,0
1020017401,2.49,1,용산구,원효로1가,청파로,278,3,6,0,4,6,0
1020017502,0.12,1,용산구,이태원동,소월로38길,242,1,2,0,0,2,0
1020017602,0.08,1,용산구,이태원동,소월로38길,259,1,1,0,0,3,0
1020017802,0.34,1,용산구,갈월동,한강대로,83,4,2,0,0,2,0
1020017901,0.00,1,용산구,용산동2가,남산공원길,1722,1,0,0,0,0,0
1020018100,0.50,1,용산구,한남동,한남대로,270,3,4,0,0,5,0
1020018501,6.49,2,용산구,청파동2가,청파로47길,389,1,8,0,5,4,0
1020018700,13.24,3,용산구,청파동2가,한강대로,123,2,11,0,3,11,1
1020018900,2.08,1,용산구,후암동,두텁바위로,579,2,12,0,2,12,1
1020019000,6.79,2,용산구,남영동,두텁바위로,580,2,16,0,5,12,0
1020019200,0.20,1,용산구,용산동2가,소월로,640,2,2,0,1,2,0
1020019902,3.47,2,용산구,청파동2가,효창원로,618,1,12,0,4,5,4
1020020002,0.95,1,용산구,청파동2가,효창원로,626,1,6,0,2,4,0
1020020101,0.50,1,용산구,한남동,장충단로,286,2,3,0,1,2,0
1020020201,0.45,1,용산구,한남동,장충단로,281,2,3,0,1,1,1
1020020404,4.60,2,용산구,한남동,삼일대로,644,2,15,0,4,16,2
1020020500,4.48,2,용산구,후암동,소월로,702,2,12,0,5,6,3
1020020903,6.12,2,용산구,동자동,한강대로,83,4,4,0,2,3,0
1020021001,13.35,3,용산구,갈월동,한강대로,582,4,12,0,9,14,9
1020021102,0.09,1,용산구,후암동,녹사평대로,1012,2,4,0,0,4,2
1020021201,0.90,1,용산구,용산동2가,녹사평대로,138,3,2,0,1,1,0
1020021202,15.26,3,용산구,용산동2가,녹사평대로,72,2,5,0,3,6,2
1020021203,1.15,1,용산구,후암동,녹사평대로,941,2,4,1,0,4,3
1020021401,0.00,1,용산구,한남동,다산로,113,2,0,0,0,0,0
1020021601,0.79,1,용산구,이태원동,녹사평대로58길,147,2,1,0,1,1,0
1020021801,0.54,1,용산구,청파동2가,청파로,372,3,5,0,1,4,1
1020021802,5.61,2,용산구,동자동,청파로,682,3,16,0,6,14,5
1020021804,0.00,1,용산구,서계동,청파로,68,3,0,0,0,0,0
1020022102,0.21,1,용산구,동자동,후암로,33,5,1,0,0,1,0
1020022401,3.33,2,용산구,서계동,만리재로,345,2,6,0,3,3,0
1020022402,0.00,1,용산구,서계동,만리재로,176,2,0,0,0,0,0
1020023300,0.02,1,용산구,용산동6가,서빙고로62길,1010,1,3,0,0,1,2
1020023400,0.55,1,용산구,용산동6가,서빙고로62길,1006,1,5,0,2,4,0
1020023600,0.05,1,용산구,용산동6가,동작대로,135,2,1,0,0,1,0
1020024100,0.76,1,용산구,서빙고동,강변북로,368,1,4,0,1,7,0
1020024700,0.00,1,용산구,용산동6가,이촌로,189,1,0,0,0,0,0
1020024801,0.00,1,용산구,용산동6가,이촌로,102,2,0,0,0,0,0
1020025100,0.00,1,용산구,용산동6가,이촌로,101,1,0,0,0,0,0
1020025200,0.00,1,용산구,이촌동,이촌로,101,1,0,0,0,0,0
1020025400,0.00,1,용산구,용산동6가,이촌로,126,1,0,0,0,0,0
1020025700,0.28,1,용산구,서빙고동,강변북로,527,1,2,0,1,3,0
1020026000,1.03,1,용산구,이촌동,서빙고로62길,1628,1,11,0,3,12,1
1020026200,0.00,1,용산구,용산동6가,이촌로,336,1,0,0,0,0,0
1020026700,0.00,1,용산구,용산동6가,동작대로,181,2,0,0,0,0,0
1020026802,3.86,3,용산구,동빙고동,강변북로,130,1,2,0,2,0,0
1020027200,0.05,1,용산구,이촌동,이촌로75길,142,1,1,0,0,1,0
1020027500,0.00,1,용산구,이촌동,이촌로65가길,301,1,0,0,0,0,0
1020027700,0.00,1,용산구,이촌동,이촌로54길,174,1,0,0,0,0,0
1020027800,1.41,2,용산구,서빙고동,강변북로,535,2,8,0,0,13,0
1020027900,1.30,1,용산구,이촌동,이촌로71길,144,1,5,0,1,3,1
1020028500,1.62,2,용산구,이촌동,이촌로46길,54,1,3,0,0,4,0
1020028600,4.31,3,용산구,이촌동,이촌로46길,121,2,2,0,4,3,0
1020028700,0.02,1,용산구,이촌동,이촌로65가길,175,1,1,0,0,0,1
1020029200,0.68,1,용산구,이촌동,서빙고로62길,199,1,3,0,1,1,1
1020030100,0.00,1,용산구,동빙고동,녹사평대로,392,1,0,0,0,0,0
1020030800,0.36,1,용산구,동빙고동,장문로6길,506,1,4,0,1,3,0
1020030900,0.03,1,용산구,동빙고동,장문로6길,491,1,1,0,0,2,0
1020031300,9.27,2,용산구,한강로2가,한강대로29길,127,4,7,0,3,4,1
1020031700,0.00,1,용산구,동빙고동,녹사평대로장문로연결,53,1,0,0,0,0,0
1020031800,6.14,2,용산구,한강로2가,한강대로23길,127,3,9,0,2,7,1
1020032000,0.71,1,용산구,한남동,강변북로,477,1,4,0,2,4,1
1020032100,0.04,1,용산구,이촌동,강변북로,387,1,1,0,0,2,0
1020032200,0.00,1,용산구,동빙고동,장문로,54,1,0,0,0,0,0
1020032400,5.71,2,용산구,한남동,강남대로,124,5,3,0,3,1,0
1020033300,0.15,1,용산구,한남동,강변북로,390,1,2,0,0,4,1
1020033700,0.00,1,용산구,한남동,독서당로11길,65,3,0,0,0,0,0
1020034000,0.00,1,용산구,이촌동,여의대방로,54,2,0,0,0,0,0
1020034100,2.20,1,용산구,이촌동,여의대방로,53,2,1,0,1,1,0
1020034700,2.51,1,용산구,한남동,독서당로11길대사관로34,48,1,1,0,1,0,0
1020035000,4.22,2,용산구,보광동,우사단로,116,1,3,0,2,1,0
1020035800,0.19,1,용산구,보광동,우사단로10길,1157,1,5,0,1,4,0
1020035900,4.08,2,용산구,한남동,독서당로11길,260,3,4,1,0,3,0
1020036000,0.03,1,용산구,한남동,독서당로11길,197,3,1,0,0,1,0
1020036100,0.00,1,용산구,원효로4가,청파로이촌로2길연결,54,2,0,0,0,0,0
1020036200,2.49,1,용산구,한남동,대사관로34길,396,2,10,0,2,9,0
1020036400,0.22,1,용산구,한강로2가,청파로,1061,1,6,0,1,4,1
1020036700,0.03,1,용산구,원효로4가,원효로,205,1,1,0,0,1,0
1020037000,0.00,1,용산구,한강로3가,청파로20길,459,2,0,0,0,0,0
1020037300,0.03,1,용산구,이태원동,우사단로,206,1,1,0,0,1,0
1020038200,0.16,1,용산구,한남동,유엔빌리지길,1005,1,3,0,1,3,0
1020038700,7.42,2,용산구,한남동,한남대로,456,2,18,0,4,17,3
1020039000,0.00,1,용산구,원효로3가,원효로35길,63,1,0,0,0,0,0
1020039400,0.00,1,용산구,원효로3가,원효로,90,1,0,0,0,0,0
1020039700,48.97,4,용산구,이태원동,우사단로,172,1,22,0,8,17,1
1020040102,3.24,2,용산구,한남동,한남대로21길,98,1,5,0,1,7,0
1020040200,0.52,1,용산구,청암동,강변북로,269,1,2,0,1,2,0
1020040400,6.76,2,용산구,용산동2가,녹사평대로,449,2,10,0,6,8,2
1020040801,0.00,1,용산구,청암동,원효로,101,1,0,0,0,0,0
1020041000,0.00,1,용산구,청암동,원효로,209,2,0,0,0,0,0
1020041100,0.39,1,용산구,산천동,삼개로,310,1,1,0,1,0,0
1020041400,0.01,1,용산구,신창동,원효로35길,273,1,1,0,0,0,1
1020041600,45.16,4,용산구,한강로1가,한강대로,132,1,12,0,7,7,0
1020042100,0.29,1,용산구,문배동,백범로90가길,485,1,2,0,1,3,0
1020042200,0.54,1,용산구,문배동,백범로90가길,444,1,1,0,2,0,0
1020042600,0.00,1,용산구,문배동,청파로,139,1,0,0,0,0,0
1020042800,0.01,1,용산구,원효로2가,원효로,651,1,1,0,0,1,0
1020043101,0.98,1,용산구,한강로1가,백범로,32,3,3,0,0,2,1
1020043201,0.22,1,용산구,한강로1가,백범로,32,5,1,0,0,1,0
1020043300,3.27,2,용산구,한강로1가,청파로,42,3,2,0,1,3,0
1020043400,0.00,1,용산구,문배동,청파로,42,2,0,0,0,0,0
1020043900,0.24,1,용산구,용문동,새창로14길,119,1,2,0,0,2,0
1020044100,0.22,1,용산구,한남동,이태원로55길,704,1,4,0,1,2,1
1020044400,0.03,1,용산구,문배동,백범로90길,201,1,1,0,0,1,0
1020044600,0.00,1,용산구,원효로2가,원효로71길,173,1,0,0,0,0,0
1020044900,0.03,1,용산구,용문동,백범로74길,233,1,1,0,0,1,0
1020045200,0.03,1,용산구,용문동,원효로71길,215,1,1,0,0,1,0
1020045500,3.39,2,용산구,한남동,회나무로44길,613,1,7,0,4,7,0
1020046200,2.22,1,용산구,원효로1가,원효로90길,217,1,2,0,2,0,0
1020046400,3.04,2,용산구,효창동,백범로,161,1,3,0,2,1,0
1020046500,0.80,1,용산구,효창동,백범로,151,1,1,0,1,0,0
1020046700,0.91,1,용산구,이태원동,회나무로,31,2,2,0,0,2,0
1020046900,1.27,1,용산구,한남동,삼일대로,640,2,9,0,2,12,2
1020047200,0.68,1,용산구,용산동2가,녹사평대로,172,1,1,0,1,1,0
1020047300,0.00,1,용산구,효창동,임정로,997,1,0,0,0,0,0
1020047500,1.35,1,용산구,청파동3가,한강대로87길,132,1,4,0,1,3,0
1020047600,8.26,2,용산구,청파동2가,한강대로87길,130,1,3,1,0,3,0
1020047800,2.99,1,용산구,청파동2가,청파로45길,248,1,8,0,2,8,1
1020048000,0.00,1,용산구,한남동,한남대로,70,4,0,0,0,0,0
1020048100,0.00,1,용산구,청파동2가,임정로,162,1,0,0,0,0,0
1020048600,0.31,1,용산구,효창동,효창목길,92,1,2,0,0,2,0
1020048901,0.15,1,용산구,한남동,한남대로,46,3,1,0,0,1,0
1020049000,0.00,1,용산구,한남동,다산로,49,2,0,0,0,0,0
1020049102,0.00,1,용산구,한남동,다산로,48,2,0,0,0,0,0
1020049400,0.04,1,용산구,갈월동,청파로,198,1,1,0,0,1,0
1020049800,2.77,1,용산구,후암동,한강대로104길,301,1,10,0,2,8,2
1020050300,1.14,1,용산구,후암동,두텁바위로,1011,1,6,0,3,3,0
1020050600,10.45,3,용산구,동자동,한강대로,114,1,6,0,3,7,1
1020050700,0.37,1,용산구,서계동,청파로93길,337,1,2,0,1,0,1
1020051500,0.03,1,용산구,이촌동,이촌로,254,1,1,0,0,1,0
1020051600,0.14,1,용산구,보광동,강변북로,452,1,3,0,0,4,1
1020051800,1.08,1,용산구,한강로3가,한강대로,125,1,2,0,1,2,0
1020051900,0.00,1,용산구,한남동,독서당로,46,1,0,0,0,0,0
1020052200,0.00,1,용산구,원효로4가,청파로,379,1,0,0,0,0,0
1020052500,0.90,1,용산구,한남동,이태원로,130,1,1,0,1,0,0
1020052600,0.43,1,용산구,한남동,장충단로,97,1,2,0,0,3,0
1180031600,1.16,1,용산구,이촌동,여의대방로,1091,2,3,1,2,5,0
1210027900,0.42,1,용산구,이촌동,동작대로,524,3,4,0,1,5,0
1210028802,26.66,4,용산구,서빙고동,반포대로,402,3,20,0,9,38,19
1000021501,4.88,2,은평구,녹번동,진흥로,701,3,11,0,6,13,3
1000021502,6.83,2,은평구,녹번동,진흥로,820,3,13,0,8,17,2
1000021601,1.30,1,은평구,녹번동,진흥로,704,3,10,0,1,13,1
1000021602,0.18,1,은평구,녹번동,진흥로,827,2,4,0,1,2,1
1110000103,0.03,1,은평구,증산동,증산로,235,3,1,0,0,1,0
1110000104,0.00,1,은평구,증산동,증산로,54,3,0,0,0,0,0
1110000105,0.00,1,은평구,증산동,증산로,37,3,0,0,0,0,0
1110000201,0.18,1,은평구,증산동,증산로,37,3,1,0,0,1,0
1110000202,11.15,3,은평구,증산동,증산로,235,3,11,0,5,5,5
1110000301,0.03,1,은평구,증산동,증산로,275,3,1,0,0,1,0
1110000302,3.49,2,은평구,증산동,증산로,325,3,5,0,3,6,0
1110000401,7.70,2,은평구,증산동,증산로,275,3,9,0,4,9,1
1110000402,7.02,2,은평구,증산동,증산로,325,3,13,0,3,20,2
1110000500,4.69,2,은평구,증산동,증산로,530,3,11,1,4,13,3
1110000600,4.32,2,은평구,증산동,증산로,536,3,9,1,3,7,1
1110000701,6.12,2,은평구,신사동,증산로,198,3,6,0,3,6,1
1110000702,11.05,3,은평구,신사동,증산로,247,3,14,0,4,14,1
1110000801,6.20,2,은평구,신사동,증산로,198,3,9,0,3,5,2
1110000802,12.15,3,은평구,신사동,증산로,247,3,13,0,5,17,0
1110000901,18.54,3,은평구,신사동,증산로,207,4,14,0,5,15,0
1110000902,16.65,3,은평구,신사동,증산로,315,3,11,0,7,10,0
1110000903,0.20,1,은평구,신사동,증산로,208,3,2,0,0,3,1
1110001001,7.19,2,은평구,신사동,증산로,207,3,9,1,1,9,1
1110001002,3.42,2,은평구,신사동,증산로,315,3,5,0,3,2,0
1110001003,41.82,4,은평구,신사동,증산로,208,3,19,1,8,13,1
1110001101,1.97,1,은평구,역촌동,연서로,188,3,7,0,1,7,1
1110001103,3.04,2,은평구,역촌동,연서로,186,3,5,0,2,4,0
1110001104,4.06,2,은평구,역촌동,연서로,381,3,8,1,1,11,2
1110001201,1.06,1,은평구,역촌동,연서로,191,3,5,0,1,4,1
1110001203,1.18,1,은평구,역촌동,연서로,186,3,4,0,1,5,1
1110001204,14.08,3,은평구,역촌동,연서로,381,3,12,1,6,17,0
1110001301,11.67,3,은평구,역촌동,연서로,176,3,11,0,4,12,0
1110001302,0.57,1,은평구,구산동,연서로,206,3,1,0,1,1,0
1110001303,3.09,2,은평구,구산동,연서로,259,3,9,0,2,7,0
1110001401,0.04,1,은평구,역촌동,연서로,174,3,1,0,0,1,0
1110001402,0.31,1,은평구,역촌동,연서로,200,3,3,0,0,3,1
1110001403,9.41,2,은평구,역촌동,연서로,264,3,15,0,3,18,3
1110001501,20.15,4,은평구,갈현동,연서로,233,3,13,0,7,11,2
1110001502,1.16,1,은평구,갈현동,연서로,101,3,1,0,1,2,0
1110001503,7.80,2,은평구,갈현동,연서로,390,3,6,0,5,4,1
1110001504,20.88,4,은평구,갈현동,연서로,119,3,7,0,5,5,1
1110001505,1.36,1,은평구,불광동,연서로,130,2,5,0,1,3,2
1110001601,6.85,2,은평구,대조동,연서로,233,3,11,0,3,10,0
1110001602,4.76,2,은평구,대조동,연서로,101,3,3,0,2,2,1
1110001603,11.44,3,은평구,대조동,연서로,386,3,13,1,5,10,3
1110001604,13.72,3,은평구,대조동,연서로,241,3,19,0,4,16,3
1110001701,12.44,3,은평구,불광동,통일로,94,3,6,0,3,4,0
1110001702,70.09,4,은평구,불광동,통일로,439,3,42,0,16,63,18
1110001703,10.53,3,은평구,갈현동,통일로,393,3,13,1,5,16,3
1110001802,46.98,4,은평구,불광동,통일로,526,4,35,0,12,66,24
1110001803,10.62,3,은평구,불광동,통일로,397,3,12,0,6,15,3
1110001900,3.16,2,은평구,불광동,통일로,403,3,12,0,2,13,3
1110002000,2.85,1,은평구,불광동,통일로,400,3,5,0,3,4,0
1110002100,10.48,3,은평구,진관동,진관2로,501,2,17,0,6,14,0
1110002200,3.09,2,은평구,진관동,진관2로,501,2,12,0,3,9,2
1110002301,2.11,1,은평구,진관동,통일로,501,3,4,0,3,1,0
1110002302,3.37,2,은평구,진관동,통일로,453,3,10,0,3,9,2
1110002401,2.66,1,은평구,진관동,통일로,508,3,6,1,1,7,0
1110002402,0.01,1,은평구,진관동,통일로,456,3,1,0,0,1,0
1110002501,0.02,1,은평구,진관동,진관3로,222,1,1,0,0,0,1
1110002502,0.00,1,은평구,진관동,북한산로인접길,65,2,0,0,0,0,0
1110002601,0.80,1,은평구,진관동,진관3로,222,1,3,0,1,4,0
1110002602,0.00,1,은평구,진관동,북한산로인접길,65,2,0,0,0,0,0
1110002901,6.12,2,은평구,증산동,수색로,143,4,6,0,2,15,2
1110002902,2.59,1,은평구,증산동,수색로,219,3,5,0,2,4,0
1110003001,0.85,1,은평구,증산동,수색로,142,4,1,0,1,1,0
1110003003,0.57,1,은평구,증산동,수색로,222,3,2,0,1,1,0
1110003101,0.19,1,은평구,수색동,증산서길,149,1,2,0,0,2,0
1110003102,0.35,1,은평구,증산동,증산서길,357,1,2,0,1,0,1
1110003201,0.00,1,은평구,증산동,증산서길,144,1,0,0,0,0,0
1110003202,0.35,1,은평구,증산동,증산서길,362,1,2,0,1,1,0
1110003300,5.62,2,은평구,수색동,수색로,491,3,9,0,5,10,1
1110003400,3.98,2,은평구,수색동,수색로,491,3,8,0,4,4,1
1110003500,12.98,3,은평구,증산동,증산로3길,160,1,6,0,4,10,0
1110003600,1.13,1,은평구,증산동,증산로3길,162,1,4,0,1,3,0
1110003701,0.57,1,은평구,증산동,증산서길,268,1,4,0,1,2,1
1110003702,1.58,1,은평구,증산동,증산서길,345,1,5,0,2,3,0
1110003801,0.00,1,은평구,증산동,증산서길,268,1,0,0,0,0,0
1110003802,0.42,1,은평구,증산동,증산서길,339,1,2,0,1,3,0
1110003900,17.54,3,은평구,수색동,수색로,909,3,25,2,9,40,3
1110004000,5.84,2,은평구,수색동,수색로,907,3,20,1,5,18,3
1110004100,2.91,1,은평구,증산동,증산로9길,169,1,3,0,2,1,0
1110004200,11.73,3,은평구,증산동,증산로9길,168,1,6,0,4,3,0
1110004301,1.79,1,은평구,수색동,은평터널로,724,1,9,0,3,6,1
1110004302,0.31,1,은평구,수색동,은평터널로,436,1,2,0,0,10,0
1110004303,0.49,1,은평구,신사동,은평터널로,138,1,2,0,0,5,0
1110004401,11.92,3,은평구,수색동,은평터널로,724,1,18,0,8,17,0
1110004402,0.27,1,은평구,수색동,은평터널로,436,1,1,0,1,0,0
1110004403,0.05,1,은평구,신사동,은평터널로,138,1,1,0,0,1,0
1110004500,0.04,1,은평구,증산동,증산서길,489,1,1,0,0,3,0
1110004600,0.51,1,은평구,증산동,증산서길,495,1,5,0,1,6,1
1110004701,0.16,1,은평구,응암동,가좌로,43,2,1,0,0,1,0
1110004702,0.14,1,은평구,응암동,가좌로,97,2,1,0,0,2,0
1110004703,1.67,1,은평구,응암동,가좌로,218,2,6,0,1,9,1
1110004704,0.00,1,은평구,응암동,가좌로,75,2,0,0,0,0,0
1110004705,3.07,2,은평구,응암동,가좌로,246,2,4,0,3,4,0
1110004801,9.25,2,은평구,응암동,가좌로,140,3,8,0,3,6,0
1110004802,21.97,4,은평구,응암동,가좌로,218,2,14,0,6,8,0
1110004803,0.00,1,은평구,응암동,가좌로,75,2,0,0,0,0,0
1110004804,2.09,1,은평구,응암동,가좌로,246,2,5,0,2,2,1
1110004900,51.86,4,은평구,수색동,수색로,376,4,16,1,15,11,1
1110005000,2.70,1,은평구,수색동,수색로,376,4,2,1,1,2,0
1110005100,9.04,2,은평구,응암동,응암로11길,189,1,10,0,4,6,1
1110005200,0.70,1,은평구,응암동,응암로11길,181,1,2,0,1,1,0
1110005300,3.12,2,은평구,응암동,응암로13길,175,2,5,0,2,3,0
1110005400,3.28,2,은평구,응암동,응암로13길,181,1,6,0,2,4,0
1110005500,41.32,4,은평구,응암동,응암로,204,2,9,0,9,3,0
1110005601,2.93,1,은평구,응암동,응암로,163,3,4,0,2,1,1
1110005602,0.00,1,은평구,응암동,응암로,40,3,0,0,0,0,0
1110005700,5.16,2,은평구,응암동,백련산로,796,2,14,0,6,11,1
1110005800,0.35,1,은평구,응암동,백련산로,801,2,6,0,0,8,1
1110005900,0.28,1,은평구,응암동,응암로13길,228,1,3,0,0,3,0
1110006000,8.53,2,은평구,응암동,응암로13길,233,1,10,0,4,11,0
1110006101,0.00,1,은평구,수색동,수색로,223,4,0,0,0,0,0
1110006102,25.96,4,은평구,수색동,수색로,18,4,2,0,2,4,0
1110006201,0.00,1,은평구,수색동,수색로,223,3,0,0,0,0,0
1110006202,6.15,2,은평구,수색동,수색로,19,3,1,0,1,0,0
1110006301,0.71,1,은평구,신사동,증산로15길,369,1,5,0,1,5,0
1110006302,1.48,1,은평구,신사동,증산로15길,344,1,4,0,2,2,0
1110006303,0.44,1,은평구,증산동,증산로15길,48,1,1,0,0,3,0
1110006401,0.00,1,은평구,신사동,증산로15길,368,1,0,0,0,0,0
1110006402,0.45,1,은평구,신사동,증산로15길,340,1,4,0,1,2,1
1110006403,5.44,2,은평구,신사동,증산로15길,48,1,5,0,1,5,1
1110006501,1.61,1,은평구,응암동,가좌로,110,3,3,0,1,4,0
1110006502,5.53,2,은평구,응암동,가좌로,203,2,3,1,1,1,0
1110006503,2.68,1,은평구,응암동,가좌로,85,2,5,0,0,8,1
1110006601,4.37,2,은평구,응암동,가좌로,38,2,4,0,1,3,1
1110006602,1.84,1,은평구,응암동,가좌로,71,2,3,0,1,1,1
1110006603,9.72,2,은평구,응암동,가좌로,203,3,7,0,4,3,1
1110006604,1.50,1,은평구,응암동,가좌로,85,3,2,0,1,1,0
1110006701,1.24,1,은평구,응암동,응암로,34,3,2,0,0,3,0
1110006702,15.94,3,은평구,응암동,응암로,391,3,19,0,7,15,2
1110006800,42.19,4,은평구,응암동,응암로,425,2,25,0,13,16,3
1110006901,8.33,2,은평구,신사동,은평터널로,185,1,8,0,3,13,0
1110006902,3.96,2,은평구,신사동,은평터널로,523,1,8,0,4,5,0
1110007001,0.04,1,은평구,신사동,은평터널로,186,1,1,0,0,1,0
1110007002,6.68,2,은평구,신사동,은평터널로,525,1,12,0,5,10,2
1110007100,1.58,1,은평구,응암동,응암로22길,450,1,9,0,2,6,2
1110007201,1.61,1,은평구,응암동,응암로22길,455,1,7,0,2,7,0
1110007301,2.69,1,은평구,신사동,가좌로,174,2,2,0,2,0,0
1110007302,0.09,1,은평구,신사동,가좌로,312,2,2,0,0,2,0
1110007303,1.61,1,은평구,신사동,가좌로,98,2,3,0,1,3,0
1110007401,1.48,1,은평구,신사동,가좌로,176,3,5,0,1,5,0
1110007402,1.64,1,은평구,신사동,가좌로,312,2,4,0,2,2,0
1110007403,6.42,2,은평구,신사동,가좌로,98,2,5,0,2,7,0
1110007700,6.02,2,은평구,신사동,은평로,185,2,5,0,3,2,0
1110007801,1.26,1,은평구,신사동,은평로,121,2,4,0,1,2,1
1110007802,0.00,1,은평구,신사동,은평로,66,1,0,0,0,0,0
1110007900,2.55,1,은평구,응암동,응암로,829,2,13,0,4,13,3
1110008001,57.73,4,은평구,응암동,응암로,826,2,40,0,21,27,5
1110008102,2.08,1,은평구,응암동,백련산로,139,2,5,0,1,6,0
1110008104,0.00,1,은평구,응암동,백련산로,325,1,0,0,0,0,0
1110008106,5.07,2,은평구,응암동,백련산로,593,1,15,0,4,14,1
1110008201,0.00,1,은평구,응암동,백련산로,200,1,0,0,0,0,0
1110008203,0.00,1,은평구,응암동,백련산로,259,1,0,0,0,0,0
1110008205,13.70,3,은평구,응암동,백련산로,597,1,15,0,8,11,1
1110008301,5.93,2,은평구,신사동,은평로,183,2,3,0,3,0,0
1110008302,3.09,2,은평구,신사동,은평로,234,2,2,0,3,0,0
1110008303,5.37,2,은평구,역촌동,은평로,93,2,4,0,2,2,1
1110008401,0.16,1,은평구,신사동,은평로,64,2,2,0,0,1,1
1110008402,0.15,1,은평구,신사동,은평로,119,2,2,0,0,2,1
1110008403,6.34,2,은평구,신사동,은평로,234,2,11,0,3,8,2
1110008404,3.62,2,은평구,신사동,은평로,93,3,6,0,0,8,0
1110008501,0.06,1,은평구,응암동,은평로,108,2,1,0,0,1,0
1110008502,0.00,1,은평구,응암동,은평로,189,2,0,0,0,0,0
1110008503,0.42,1,은평구,응암동,은평로,201,3,3,0,0,4,0
1110008504,0.00,1,은평구,응암동,은평로,105,2,0,0,0,0,0
1110008601,0.26,1,은평구,응암동,은평로,108,2,2,0,0,2,0
1110008602,0.97,1,은평구,응암동,은평로,189,3,4,0,1,3,1
1110008603,3.51,2,은평구,응암동,은평로,201,2,9,0,2,6,2
1110008604,1.15,1,은평구,응암동,은평로,105,2,1,0,1,0,0
1110008700,3.79,2,은평구,응암동,은평로,444,3,7,1,2,8,0
1110008802,12.07,3,은평구,응암동,은평로,444,2,18,1,5,17,1
1110008901,1.32,1,은평구,응암동,은평로,109,3,3,0,1,2,0
1110008902,1.77,1,은평구,응암동,은평로,81,3,4,0,1,2,2
1110008903,6.65,2,은평구,녹번동,은평로,571,3,13,0,5,14,0
1110009002,0.00,1,은평구,응암동,은평로,109,3,0,0,0,0,0
1110009003,0.08,1,은평구,응암동,은평로,81,3,1,0,0,1,0
1110009004,15.97,3,은평구,녹번동,은평로,567,3,14,0,9,9,0
1110009101,0.29,1,은평구,역촌동,진흥로,96,3,2,0,0,2,0
1110009102,0.03,1,은평구,역촌동,진흥로,216,3,1,0,0,1,0
1110009103,5.16,2,은평구,역촌동,진흥로,227,3,5,1,0,5,0
1110009104,1.03,1,은평구,역촌동,진흥로,133,3,2,0,1,3,0
1110009105,1.45,1,은평구,역촌동,진흥로,323,3,2,0,2,1,0
1110009106,2.09,1,은평구,녹번동,진흥로,91,3,5,0,1,3,2
1110009201,7.06,2,은평구,응암동,진흥로,101,2,7,0,2,8,2
1110009202,0.99,1,은평구,역촌동,진흥로,212,3,5,0,0,6,0
1110009203,0.67,1,은평구,역촌동,진흥로,236,3,5,0,1,2,2
1110009204,0.21,1,은평구,역촌동,진흥로,133,3,2,0,0,2,0
1110009205,3.71,2,은평구,역촌동,진흥로,323,3,7,0,3,4,1
1110009207,0.77,1,은평구,녹번동,진흥로,91,4,2,0,0,5,1
1110009301,8.88,2,은평구,신사동,갈현로,130,1,5,0,3,5,0
1110009302,4.71,2,은평구,역촌동,갈현로,466,1,8,0,5,11,0
