관측일자,,지점명,평균기온(℃),최저기온(℃),최대기온(℃),평균습도(%),최저습도(%),최고습도(%),평균풍속(m/s),최대풍속(m/s),강수량(mm)
20170423,서초,15.6000003814697,9.69999980926514,21.7000007629395,41.5999984741211,20.5,72.4000015258789,2.09999990463257,7.59999990463257,0,
20170423,성동,15.8999996185303,10.3000001907349,22.5,41.7000007629395,20.2000007629395,69.5999984741211,1.89999997615814,6.80000019073486,0,
20170423,성북,15.6999998092651,10.3000001907349,21.6000003814697,41,18.2999992370605,65.8000030517578,1.60000002384186,5.69999980926514,0,
20170423,송파,16.2999992370605,10.5,23.2999992370605,38.2000007629395,17.3999996185303,64.8000030517578,1.60000002384186,6,0,
20170423,양천,15.5,10.5,21.2999992370605,45,22.1000003814697,77.5,1.70000004768372,6,0,
20170423,영등포,15.3000001907349,10.3999996185303,21.3999996185303,46.2000007629395,24.5,77.5,2.90000009536743,7.69999980926514,0,
20170423,용산,16.3999996185303,10.8000001907349,22.2999992370605,21.7000007629395,0,51.7999992370605,1.89999997615814,6.30000019073486,0,
20170423,은평,14.6000003814697,9.30000019073486,20.8999996185303,46.7000007629395,23.7000007629395,75.5,2,7.19999980926514,0,
20170423,종로,15.6999998092651,10,21.7999992370605,41.2999992370605,17.8999996185303,73.4000015258789,1.20000004768372,4.80000019073486,0,
20170423,중구,14.6999998092651,8.5,21.6000003814697,41.7999992370605,17.8999996185303,78,1.89999997615814,8.5,0,
20170423,중랑,15.8000001907349,10.5,21.3999996185303,42.0999984741211,22.5,68.8000030517578,2.29999995231628,7.40000009536743,0,
20170424,강남,15.5,9.30000019073486,21.7999992370605,41.5,21.2999992370605,67.3000030517578,1.10000002384186,4.59999990463257,0,
20170424,강동,15.6999998092651,9,22,43.0999984741211,23.7999992370605,67,2,7.40000009536743,0,
20170424,강북,15.6000003814697,9.30000019073486,21.6000003814697,41.5999984741211,26.2000007629395,59,1.60000002384186,5.80000019073486,0,
20170424,강서,16,10.8000001907349,21.1000003814697,44.4000015258789,28.3999996185303,69.0999984741211,2.09999990463257,6.30000019073486,0,
20170424,관악,15.6999998092651,11.1000003814697,20.8999996185303,41.0999984741211,26.2000007629395,59,1.60000002384186,5.80000019073486,0,
20170424,광진,15.8999996185303,9.39999961853027,22,40.0999984741211,22.5,62.4000015258789,1.79999995231628,5.5,0,
20170424,구로,15.6999998092651,10.3999996185303,20.2999992370605,40.0999984741211,25.5,63.2000007629395,3.20000004768372,9.69999980926514,0,
20170424,금천,15.5,9.5,21.3999996185303,42.5,24.6000003814697,61.7000007629395,2.59999990463257,7.90000009536743,0,
20170424,남산,14.8999996185303,8.89999961853027,21.3999996185303,32,20.1000003814697,62.0999984741211,2.09999990463257,6.69999980926514,0,
20170424,노원,15.8999996185303,8.89999961853027,22.3999996185303,39.5999984741211,21.2000007629395,62.5,1.20000004768372,6.09999990463257,0,
20170424,도봉,14.3999996185303,6.19999980926514,22.2999992370605,45.4000015258789,22.1000003814697,75.1999969482422,1,4.90000009536743,0,
20170424,동대문,15.6000003814697,9.30000019073486,21.8999996185303,41,23.3999996185303,60.9000015258789,2.29999995231628,7.80000019073486,0,
20170424,동작,16.1000003814697,10.8999996185303,21.6000003814697,39.5999984741211,22.7000007629395,57,2.70000004768372,8.19999980926514,0,
20170424,마포,15.5,9.60000038146973,21.3999996185303,44,27.3999996185303,63.2000007629395,1.70000004768372,5.90000009536743,0,
20170424,서대문,15.3999996185303,10.6999998092651,20.6000003814697,36.9000015258789,22,55.5999984741211,2.59999990463257,8.10000038146973,0,
20170424,서초,15.8000001907349,9.80000019073486,21.7999992370605,39.0999984741211,19.3999996185303,56.2000007629395,2.20000004768372,6.90000009536743,0,
20170424,성동,15.8999996185303,10,22.5,42.0999984741211,21.3999996185303,68.1999969482422,2.40000009536743,6.40000009536743,0,
20170424,성북,15.6999998092651,9.89999961853027,21.7999992370605,39.2000007629395,22.3999996185303,56.5,1.70000004768372,6,0,
20170424,송파,16,8.30000019073486,23.2999992370605,38.0999984741211,19.3999996185303,61.9000015258789,1.5,5.5,0,
20170424,양천,15.8999996185303,10.3000001907349,21.5,42.7999992370605,26.3999996185303,63.2000007629395,1.70000004768372,7,0,
20170424,영등포,15.8000001907349,10.8999996185303,21.2999992370605,42.5999984741211,28.8999996185303,63.5,2.70000004768372,8.19999980926514,0,
20170424,용산,16.5,10.8000001907349,21.7999992370605,19,2.70000004768372,39,2,7.30000019073486,0,
20170424,은평,15,10.1000003814697,20.5,41.5,26.8999996185303,58.9000015258789,2.59999990463257,7.19999980926514,0,
20170424,종로,15.8999996185303,10.3999996185303,21.3999996185303,38.4000015258789,22.2000007629395,53.7999992370605,1.29999995231628,5,0,
20170424,중구,14.6999998092651,8.10000038146973,20.7999992370605,39.9000015258789,21.7999992370605,65,2,6.80000019073486,0,
20170424,중랑,15.8000001907349,9.80000019073486,21.2000007629395,39.7999992370605,24.2999992370605,59.0999984741211,2.5,7.30000019073486,0,
20170425,강남,16.6000003814697,13.6999998092651,21,56.4000015258789,47.4000015258789,69.4000015258789,1.29999995231628,4.59999990463257,0,
20170425,강동,16.8999996185303,13.8999996185303,21.1000003814697,56.2000007629395,44.9000015258789,68.3000030517578,2.09999990463257,6.90000009536743,0,
20170425,강북,16.7999992370605,14.1999998092651,20.7999992370605,56.7000007629395,37.7000007629395,69.4000015258789,2,6.09999990463257,0,
20170425,강서,16.2999992370605,13.8000001907349,20.8999996185303,63.5,55.5,80,1.79999995231628,5.09999990463257,0,
20170425,관악,16.5,14.6000003814697,20.5,62.5,46.2999992370605,76.4000015258789,1.70000004768372,5.09999990463257,0,
20170425,광진,17.1000003814697,13.8999996185303,21,54.9000015258789,40.7999992370605,66.4000015258789,1.89999997615814,5.09999990463257,0,
20170425,구로,16.1000003814697,13.8999996185303,19.6000003814697,61.4000015258789,50.4000015258789,76.3000030517578,2.90000009536743,7.30000019073486,0,
20170425,금천,16.2999992370605,14.3999996185303,20.3999996185303,62,51,76.3000030517578,2.70000004768372,7.19999980926514,0,
20170425,남산,15.5,12,20,58.7000007629395,39.4000015258789,71,1.89999997615814,6.09999990463257,0,
20170425,노원,17.3999996185303,13.6999998092651,21.5,52.2999992370605,34.7000007629395,66.5,1.20000004768372,4.69999980926514,0,
20170425,도봉,16.3999996185303,11.1999998092651,21.6000003814697,56.2000007629395,37.2999992370605,69.4000015258789,1,4.69999980926514,0,
20170425,동대문,17,13.8000001907349,20.8999996185303,55,42.2999992370605,64.8000030517578,2.20000004768372,7.19999980926514,0,
20170425,동작,17,14.3999996185303,20.7000007629395,58,48.4000015258789,72.3000030517578,2.5,6.90000009536743,0,
20170425,마포,16.1000003814697,13.3999996185303,20.5,64.0999984741211,55.5999984741211,79.4000015258789,1.5,4.69999980926514,0,
20170425,서대문,16.1000003814697,13.3999996185303,20.2999992370605,57.9000015258789,49.4000015258789,72.0999984741211,2,6,0,
20170425,서초,17.2000007629395,14.3999996185303,21.2999992370605,55.2999992370605,45,66.5999984741211,2.29999995231628,6.19999980926514,0,
20170425,성동,17,13.8999996185303,21.7999992370605,54.9000015258789,44.2000007629395,69,2.29999995231628,6.69999980926514,0,
20170425,성북,16.8999996185303,14.1000003814697,21,54.5,41.2000007629395,66,1.89999997615814,6.09999990463257,0,
20170425,송파,17.5,13.8999996185303,22.2999992370605,51.7999992370605,41.0999984741211,62.2999992370605,1.5,5.80000019073486,0,
20170425,양천,16.6000003814697,14.1999998092651,20.2999992370605,60.4000015258789,52.5,72.6999969482422,1.60000002384186,5.90000009536743,0,
20170425,영등포,16.2999992370605,13.8999996185303,20.6000003814697,62.4000015258789,54.4000015258789,78.3000030517578,2.70000004768372,8.80000019073486,0,
20170425,용산,17.2999992370605,14.8000001907349,20.8999996185303,36.9000015258789,27.2000007629395,49.9000015258789,2.20000004768372,6,0,
20170425,은평,15.8000001907349,13.3000001907349,19.6000003814697,62.4000015258789,54.5,74.5,2.09999990463257,5.5,0,
20170425,종로,17,14.3000001907349,21.2999992370605,53.7999992370605,41.5999984741211,64.8000030517578,1.39999997615814,5.09999990463257,0,
20170425,중구,15.8999996185303,12.1999998092651,20.2999992370605,55.9000015258789,43.9000015258789,68,2.09999990463257,6,0,
20170425,중랑,17,14.6000003814697,20.7000007629395,55.4000015258789,41.2999992370605,67.4000015258789,2.5,6.40000009536743,0,
20170426,강남,15.8000001907349,12.8000001907349,20.8999996185303,35.2000007629395,15.5,67.9000015258789,2.09999990463257,5.80000019073486,0,
20170426,강동,16.2999992370605,12.8999996185303,20.6000003814697,35.4000015258789,18.2000007629395,65.9000015258789,2.70000004768372,7.5,0,
20170426,강북,16.2999992370605,12.3000001907349,20.7000007629395,32.2000007629395,18.3999996185303,55.5999984741211,2.20000004768372,7.19999980926514,0,
20170426,강서,15.6000003814697,11.3000001907349,20.6000003814697,47.4000015258789,20.1000003814697,85.5,2.40000009536743,6.80000019073486,0,
20170426,관악,15.5,12.3000001907349,19.6000003814697,43.0999984741211,18.6000003814697,76.4000015258789,2.29999995231628,6.90000009536743,0,
20170426,광진,16.6000003814697,13.5,21.7000007629395,32.2999992370605,15.5,66.3000030517578,2.59999990463257,7,0,
20170426,구로,15.6000003814697,12.3999996185303,20.1000003814697,41.9000015258789,14.3000001907349,81.3000030517578,3.09999990463257,10.1000003814697,0,
20170426,금천,15.6999998092651,12.6999998092651,22.7999992370605,42,15.8000001907349,80.6999969482422,2.79999995231628,7.69999980926514,0,
20170426,남산,15.3999996185303,10.8000001907349,20.5,32.2999992370605,18.6000003814697,78.6999969482422,2.09999990463257,7.19999980926514,0,
20170426,노원,16.7999992370605,12.6999998092651,21.6000003814697,28.7999992370605,13.6999998092651,53.7999992370605,1.70000004768372,4.80000019073486,0,
20170426,도봉,15.8000001907349,11.1999998092651,21.2999992370605,33,15.3999996185303,62,1.29999995231628,5,0,
20170426,동대문,16.3999996185303,12.8999996185303,20.8999996185303,31.3999996185303,16,62.4000015258789,2.79999995231628,8.19999980926514,0,
20170426,동작,16.2000007629395,12.6000003814697,21.8999996185303,40.5,14.8999996185303,76.3000030517578,2.90000009536743,8.19999980926514,0,
20170426,마포,15.3999996185303,11.1000003814697,20.7000007629395,47,18,87.8000030517578,2.09999990463257,6.80000019073486,0,
20170426,서대문,15.1000003814697,11.3000001907349,20.2000007629395,39.4000015258789,14.3000001907349,78.1999969482422,2.40000009536743,7.59999990463257,0,
20170426,서초,16.6000003814697,13.3999996185303,20.7999992370605,36.7999992370605,13.5,68.0999984741211,2.59999990463257,7.59999990463257,0,
20170426,성동,16.2000007629395,11.8000001907349,21.6000003814697,35.5,14.6000003814697,71,2.5,7,0,
20170426,성북,16.2000007629395,12.6000003814697,21.3999996185303,29.7999992370605,15.1000003814697,59.4000015258789,2,7,0,
20170426,송파,16.7000007629395,12,21.5,33.2000007629395,13.6000003814697,61.5,1.60000002384186,5.80000019073486,0,
20170426,양천,16,12.3999996185303,21.1000003814697,41.7000007629395,15.1999998092651,71.5999984741211,2.20000004768372,6.90000009536743,0,
20170426,영등포,15.5,11.5,20,45.7000007629395,18.2999992370605,81,4.09999990463257,9,0,
20170426,용산,16.5,12.8999996185303,21.5,18.5,0,55.2000007629395,2.5,7.69999980926514,0,
20170426,은평,15,10.3000001907349,20,43.2999992370605,18.3999996185303,79.8000030517578,2.90000009536743,8.5,0,
20170426,종로,16.2999992370605,12.6000003814697,21,31.1000003814697,9,66.9000015258789,1.70000004768372,5.40000009536743,0,
20170426,중구,15.1999998092651,11.1999998092651,20.2000007629395,34.7000007629395,13,72.6999969482422,2.79999995231628,7.40000009536743,0,
20170426,중랑,16.1000003814697,13,20.2999992370605,32.5,16.8999996185303,65.4000015258789,2.90000009536743,7.30000019073486,0,
20170427,강남,14.3000001907349,10.8000001907349,19.7000007629395,40.9000015258789,21.2999992370605,69.5,1.60000002384186,5.69999980926514,0,
20170427,강동,14.5,9.89999961853027,19.5,42.2000007629395,23.6000003814697,69.6999969482422,2.79999995231628,8.19999980926514,0,
20170427,강북,14.6000003814697,10,20.3999996185303,43,22.7000007629395,74,2,7.59999990463257,0,
20170427,강서,14.1999998092651,9.80000019073486,19.6000003814697,49,24.2999992370605,77.5,2.59999990463257,7.19999980926514,0,
20170427,관악,14.1999998092651,10.3999996185303,19.6000003814697,43.7000007629395,21.8999996185303,74.3000030517578,2,6.19999980926514,0,
20170427,광진,14.8999996185303,10.3000001907349,20.2000007629395,40,20.8999996185303,68.6999969482422,2.40000009536743,6.5,0,
20170427,구로,14.1000003814697,10,19.3999996185303,44.7000007629395,21.6000003814697,77.3000030517578,3.40000009536743,10.1999998092651,0,
20170427,금천,14.3999996185303,10.1999998092651,20.1000003814697,44.4000015258789,21.1000003814697,75.9000015258789,3.09999990463257,8.30000019073486,0,
20170427,남산,13.6999998092651,8.89999961853027,19.7000007629395,35.5,20,83.0999984741211,2.09999990463257,8,0,
20170427,노원,15.1000003814697,9.69999980926514,20.6000003814697,39.5999984741211,18.7999992370605,70.1999969482422,1.70000004768372,6.69999980926514,0,
20170427,도봉,14.3000001907349,7.40000009536743,20.7000007629395,42.9000015258789,20.3999996185303,73.4000015258789,1.39999997615814,4.40000009536743,0,
20170427,동대문,14.8000001907349,10,19.7999992370605,40.7999992370605,20.3999996185303,70.3000030517578,2.79999995231628,10,0,
20170427,동작,14.8999996185303,11.3000001907349,20.2000007629395,41.9000015258789,20.7000007629395,70.5999984741211,3,9.10000038146973,0,
20170427,마포,13.8000001907349,8.39999961853027,19.8999996185303,47.5999984741211,23.2000007629395,78,2,6.90000009536743,0,
20170427,서대문,13.6999998092651,8.5,19.7999992370605,41.7999992370605,18.7999992370605,70.5,2.29999995231628,8.10000038146973,0,
20170427,서초,14.8999996185303,10.1999998092651,20.5,40.5,19,70.9000015258789,2.5,8.5,0,
20170427,성동,14.8000001907349,10.1999998092651,20.8999996185303,41.2000007629395,18.5,68.6999969482422,2.59999990463257,7.19999980926514,0,
20170427,성북,14.6000003814697,10.1000003814697,20,39.5999984741211,19.1000003814697,70.4000015258789,2,6.90000009536743,0,
20170427,송파,15.1000003814697,9.80000019073486,21.3999996185303,38.2000007629395,18,66.4000015258789,1.79999995231628,6.09999990463257,0,
20170427,양천,14.6999998092651,10.1000003814697,20.7000007629395,45.5,21.3999996185303,77.4000015258789,1.79999995231628,5.69999980926514,0,
20170427,영등포,14.1000003814697,10.1000003814697,19.8999996185303,47.7000007629395,23.7000007629395,78.0999984741211,3.59999990463257,10.6000003814697,0,
20170427,용산,15,11,20.6000003814697,21.2000007629395,0.100000001490116,50.7000007629395,2.59999990463257,8.69999980926514,0,
20170427,은평,13.3999996185303,8.30000019073486,18.8999996185303,46.2999992370605,23.8999996185303,74.4000015258789,2.70000004768372,9,0,
20170427,종로,14.6999998092651,10.1000003814697,20.5,35.7000007629395,14.6000003814697,63.5999984741211,1.79999995231628,5.5,0,
20170427,중구,13.5,8,19,40.5999984741211,18.5,72.4000015258789,2.5,8.69999980926514,0,
20170427,중랑,14.6000003814697,10.1000003814697,19.3999996185303,41.2999992370605,21.7000007629395,68.5999984741211,2.79999995231628,7.90000009536743,0,
20170428,강남,14.8999996185303,10,21.2999992370605,55.5,30.2000007629395,76.1999969482422,1,4.59999990463257,0,
20170428,강동,15.1999998092651,10.5,21.2999992370605,56,30.6000003814697,76.3000030517578,2.59999990463257,8.89999961853027,0,
20170428,강북,15.1000003814697,10.3999996185303,21.8999996185303,60.0999984741211,34.7999992370605,77.9000015258789,2.29999995231628,6.59999990463257,0,
20170428,강서,15,11.1000003814697,20.6000003814697,61.9000015258789,37.2000007629395,79.5999984741211,2.20000004768372,6.5,0,
20170428,관악,14.6000003814697,10.6999998092651,19.8999996185303,58.2999992370605,34.7000007629395,76.3000030517578,2,5.40000009536743,0,
20170428,광진,15.1999998092651,10.5,21.1000003814697,56.2999992370605,32.0999984741211,76.5,2.29999995231628,6.69999980926514,0,
20170428,구로,14.1999998092651,10.3999996185303,19.7000007629395,62.7000007629395,37.5,82.3000030517578,3.5,9.39999961853027,0,
20170428,금천,14.5,10.5,20.5,61,35.5,78.3000030517578,3.5,7.80000019073486,0,
20170428,남산,14,8.60000038146973,20.8999996185303,56.7000007629395,22.6000003814697,85.8000030517578,1.89999997615814,6.5,0,
20170428,노원,15.6999998092651,10.1000003814697,23.3999996185303,57.4000015258789,29.2000007629395,81.1999969482422,1.29999995231628,5.09999990463257,0,
20170428,도봉,14.6999998092651,7.80000019073486,22.8999996185303,59.5999984741211,29.2000007629395,86.9000015258789,1.29999995231628,5.19999980926514,0,
20170428,동대문,15.3999996185303,10.6999998092651,21.7000007629395,56.7000007629395,33.2000007629395,75.5,2.09999990463257,7.40000009536743,0,
20170428,동작,15.1000003814697,10.5,20.6000003814697,57.4000015258789,34.7999992370605,77.6999969482422,2.90000009536743,8,0,
20170428,마포,15,11,21.2999992370605,61.5,36.2000007629395,81.1999969482422,2.09999990463257,5.59999990463257,0,
20170428,서대문,14.6999998092651,10.1000003814697,20.5,56.7000007629395,31.3999996185303,74.0999984741211,2.59999990463257,7.40000009536743,0,
20170428,서초,15.3000001907349,10.8999996185303,21.1000003814697,55.2000007629395,28.6000003814697,75.3000030517578,2.5,7.40000009536743,0,
20170428,성동,15.1000003814697,10,21.2000007629395,56.4000015258789,31.1000003814697,77.5999984741211,2.79999995231628,6.59999990463257,0,
20170428,성북,15.3000001907349,10.3999996185303,21.6000003814697,56.5,30.8999996185303,75.1999969482422,2.29999995231628,6.30000019073486,0,
20170428,송파,15.8000001907349,11,22.5,50.5999984741211,25.2999992370605,72.3000030517578,2.29999995231628,7.59999990463257,0,
20170428,양천,14.8999996185303,10.6999998092651,21.2999992370605,62.2999992370605,33.5999984741211,81,2.5,6.5,0,
20170428,영등포,14.6000003814697,10.8999996185303,21.5,63.2999992370605,36.9000015258789,81.4000015258789,3.59999990463257,8.19999980926514,0,
20170428,용산,15.3999996185303,10.6000003814697,21.1000003814697,37.5999984741211,15,55.5,2.5,6.69999980926514,0,
20170428,은평,14.3000001907349,9.80000019073486,19.8999996185303,60.9000015258789,37.0999984741211,78.8000030517578,2.79999995231628,7.90000009536743,0,
20170428,종로,15.5,11.1000003814697,22.1000003814697,49.9000015258789,24.8999996185303,66.8000030517578,1.5,5.30000019073486,0,
20170428,중구,14,8.89999961853027,20.7000007629395,58.0999984741211,32.7000007629395,79.9000015258789,2.29999995231628,8.10000038146973,0,
20170428,중랑,15,10.5,20.2000007629395,57.7999992370605,33.5999984741211,77,3.40000009536743,8.39999961853027,0,
20170429,강남,17.2000007629395,11.1000003814697,23.7000007629395,47.2000007629395,18,77.0999984741211,0.899999976158142,4.69999980926514,0,
20170429,강동,17.5,10.8999996185303,23.6000003814697,48.5,22.2999992370605,81.1999969482422,1.79999995231628,6.30000019073486,0,
20170429,강북,17.2999992370605,10.3000001907349,23.8999996185303,50.7000007629395,22.3999996185303,81,1.89999997615814,7.40000009536743,0,
20170429,강서,17.2999992370605,11.6000003814697,23.5,51.0999984741211,23.1000003814697,78.5,2.20000004768372,6.30000019073486,0,
20170429,관악,17.2999992370605,11.3000001907349,23.3999996185303,47.4000015258789,17.2000007629395,74.5999984741211,1.60000002384186,5.59999990463257,0,
20170429,광진,17.6000003814697,11,23.7999992370605,48,18.1000003814697,80.0999984741211,1.79999995231628,5.30000019073486,0,
20170429,구로,17,11.1000003814697,23,49.4000015258789,19.8999996185303,77.9000015258789,3.09999990463257,8,0,
20170429,금천,17.2000007629395,10.6000003814697,24.1000003814697,50.2000007629395,20.2000007629395,80.5,2.59999990463257,7.19999980926514,0,
20170429,남산,16.2999992370605,9.30000019073486,22.7999992370605,46,19.1000003814697,80.4000015258789,2,7,0,
20170429,노원,17.7999992370605,10.3000001907349,24.5,48.9000015258789,18,85.3000030517578,1.10000002384186,4.69999980926514,0,
20170429,도봉,16.6000003814697,8.30000019073486,24.5,51.5,18.5,89,1,4.69999980926514,0,
20170429,동대문,17.5,10.6999998092651,24.2000007629395,47.7000007629395,19.3999996185303,79.5,2,7.19999980926514,0,
20170429,동작,17.7999992370605,11.5,24.3999996185303,46.2999992370605,17.3999996185303,73.8000030517578,2.59999990463257,6.90000009536743,0,
20170429,마포,17.1000003814697,10.3999996185303,23.7999992370605,51.5999984741211,22.5,81.8000030517578,1.89999997615814,5.59999990463257,0,
20170429,서대문,16.8999996185303,10,23,46.7999992370605,18,77.0999984741211,2.40000009536743,6.59999990463257,0,
20170429,서초,17.7999992370605,10.6999998092651,24.3999996185303,46.5,17.2999992370605,77.0999984741211,2,6.80000019073486,0,
20170429,성동,17.6000003814697,10.8999996185303,24.2000007629395,47.2999992370605,17.2000007629395,79.4000015258789,2.20000004768372,6.90000009536743,0,
20170429,성북,17.5,10.8000001907349,24.2000007629395,47.5999984741211,18.2999992370605,77.3000030517578,2,5.80000019073486,0,
20170429,송파,18.1000003814697,10.1999998092651,25.2999992370605,49.4000015258789,17.5,80.6999969482422,1.89999997615814,6,0,
20170429,양천,17.3999996185303,11.3999996185303,24.1000003814697,49.5999984741211,20.7000007629395,78.3000030517578,2.09999990463257,6.19999980926514,0,
20170429,영등포,17.1000003814697,11.3999996185303,23.2999992370605,51.2000007629395,23.2000007629395,78.8000030517578,3.20000004768372,7.80000019073486,0,
20170429,용산,18,11.3999996185303,24.3999996185303,26.3999996185303,0,54.5999984741211,2.20000004768372,6.69999980926514,0,
20170429,은평,16.6000003814697,10.1000003814697,22.5,50.5999984741211,22.7999992370605,79.0999984741211,2.40000009536743,6.59999990463257,0,
20170429,종로,17.7000007629395,10.8999996185303,24.6000003814697,40,11.1999998092651,68.5,1.29999995231628,5,0,
20170429,중구,16.5,9,23.7999992370605,47.2999992370605,17.1000003814697,78.0999984741211,1.89999997615814,6.80000019073486,0,
20170429,중랑,17.5,11,23.5,48.5,19.6000003814697,78.5999984741211,2.5,7.40000009536743,0,
20170430,강남,19.7999992370605,15.1000003814697,29.1000003814697,56.4000015258789,29,75.9000015258789,0.899999976158142,5.30000019073486,0,
20170430,강동,20.2000007629395,15.5,28.2000007629395,56.5999984741211,31.6000003814697,76,2,5.90000009536743,0,
20170430,강북,20,15.3000001907349,27.8999996185303,59.2000007629395,35.9000015258789,77.4000015258789,2,5.5,0,
20170430,강서,19.5,15.6000003814697,27.1000003814697,63,36.4000015258789,82.1999969482422,1.89999997615814,5.40000009536743,0,
20170430,관악,19.6000003814697,15.6000003814697,27.3999996185303,60.0999984741211,31.2999992370605,81.1999969482422,1.70000004768372,5,0,
20170430,광진,20.2999992370605,15.5,28.2999992370605,55.5999984741211,30.6000003814697,75.3000030517578,2,5.30000019073486,0,
20170430,구로,19.1000003814697,14.6999998092651,26.7000007629395,62.0999984741211,33.2999992370605,87.4000015258789,2.90000009536743,7.30000019073486,0,
20170430,금천,19.3999996185303,15.1000003814697,27.7999992370605,61.9000015258789,35,84.5,3.09999990463257,6,0,
20170430,남산,19,13.6999998092651,27.2999992370605,57.2999992370605,21.2000007629395,83.3000030517578,1.79999995231628,5.90000009536743,0,
20170430,노원,20.5,14.6999998092651,28.2999992370605,55,31.7000007629395,75,1.10000002384186,5.09999990463257,0,
20170430,도봉,19.3999996185303,12.1000003814697,28.7000007629395,58.5999984741211,32.2999992370605,80.6999969482422,0.899999976158142,4.19999980926514,0,
20170430,동대문,20.2999992370605,14.6999998092651,28,55.5999984741211,30.7999992370605,75.8000030517578,2,6.90000009536743,0,
20170430,동작,20.1000003814697,15.1999998092651,28.2999992370605,58,30.7000007629395,78.8000030517578,2.5,6.80000019073486,0,
20170430,마포,19.3999996185303,15,27.6000003814697,63.2000007629395,36.9000015258789,83.8000030517578,1.5,4.69999980926514,0,
20170430,서대문,19.3999996185303,15.1000003814697,27.2000007629395,57.7000007629395,31.7000007629395,76.3000030517578,2.09999990463257,5.69999980926514,0,
20170430,서초,20.2999992370605,15.6000003814697,28.6000003814697,55.5,27.2999992370605,77.6999969482422,2.20000004768372,6.90000009536743,0,
20170430,성동,20.2000007629395,15,29,55,28.3999996185303,77.9000015258789,2.29999995231628,6.19999980926514,0,
20170430,성북,20.2000007629395,14.6999998092651,28.2999992370605,55.7999992370605,32.0999984741211,75.8000030517578,1.79999995231628,5.40000009536743,0,
20170430,송파,20.8999996185303,16.1000003814697,29.6000003814697,51.5999984741211,26.5,72.4000015258789,1.70000004768372,5,0,
20170430,양천,19.6000003814697,15,27.7999992370605,62,35.7999992370605,84.3000030517578,2,5.30000019073486,0,
20170430,영등포,19.2999992370605,14.8999996185303,26.8999996185303,63.5999984741211,37.5999984741211,84.9000015258789,2.90000009536743,6.80000019073486,0,
20170430,용산,20.3999996185303,15.8000001907349,28.3999996185303,35.4000015258789,5.30000019073486,54.9000015258789,2.09999990463257,5.59999990463257,0,
20170430,은평,19,14.6000003814697,26.3999996185303,62.0999984741211,37.9000015258789,78.4000015258789,2.20000004768372,5.69999980926514,0,
20170430,종로,20.2000007629395,14.6000003814697,28.5,48.9000015258789,22.7000007629395,66.9000015258789,1.29999995231628,4.5,0,
20170430,중구,19,13,27.6000003814697,57.2999992370605,30.3999996185303,80.3000030517578,1.89999997615814,6.5,0,
20170430,중랑,20.1000003814697,15.6999998092651,27.6000003814697,56.7000007629395,32.2999992370605,76,3,6,0,
20170501,강남,20.3999996185303,14.3000001907349,28.7000007629395,54.5,20.7000007629395,83.8000030517578,0.600000023841858,3.90000009536743,0,
20170501,강동,20.7000007629395,14.1999998092651,28.2000007629395,54.5999984741211,21,86.5999984741211,1.5,5.40000009536743,0,
20170501,강북,20.7999992370605,14.1999998092651,28.8999996185303,53.5,25.5,83.6999969482422,1.29999995231628,5,0,
20170501,강서,20,13.3999996185303,28,62.4000015258789,28.3999996185303,92.8000030517578,1.5,4.30000019073486,0,
20170501,관악,20.2999992370605,14.3999996185303,28.1000003814697,55.7999992370605,18.5,85.5999984741211,1.10000002384186,3.79999995231628,0,
20170501,광진,21,14.6000003814697,28.7000007629395,52.0999984741211,21.7000007629395,83.0999984741211,1.39999997615814,4.19999980926514,0,
20170501,구로,19.8999996185303,13.8999996185303,27.8999996185303,59,19.5,91.8000030517578,2,6,0,
20170501,금천,20.2000007629395,13.5,29.2000007629395,58.5999984741211,18.8999996185303,89.1999969482422,1.60000002384186,5,0,
20170501,남산,19.7000007629395,12.6999998092651,27.7999992370605,51.2000007629395,17.6000003814697,95,1.79999995231628,5.09999990463257,0,
20170501,노원,21.3999996185303,14.5,29.5,51.4000015258789,18.8999996185303,87.1999969482422,0.699999988079071,3.40000009536743,0,
20170501,도봉,20,12.3000001907349,28.7000007629395,54.7000007629395,19,89.1999969482422,0.600000023841858,3,0,
20170501,동대문,20.7999992370605,14.6999998092651,28.7000007629395,51.9000015258789,21.6000003814697,82.1999969482422,1.60000002384186,6.19999980926514,0,
20170501,동작,20.7000007629395,14.3999996185303,28.1000003814697,55,21,86.5999984741211,1.89999997615814,5.40000009536743,0,
20170501,마포,19.7000007629395,12.6999998092651,28.8999996185303,61.0999984741211,26.1000003814697,92.8000030517578,1.29999995231628,4.5,0,
20170501,서대문,19.6000003814697,13.1000003814697,27.3999996185303,53.5,22.6000003814697,86.4000015258789,1.79999995231628,6.5,0,
20170501,서초,20.6000003814697,13.8999996185303,28.8999996185303,54,16.3999996185303,86.5,1.60000002384186,5.09999990463257,0,
20170501,성동,20.7000007629395,14.3000001907349,29,53.7999992370605,18.7999992370605,86.5,1.39999997615814,4,0,
20170501,성북,20.7999992370605,14.8999996185303,29,50.7000007629395,19.7999992370605,82,1.29999995231628,4.19999980926514,0,
20170501,송파,21.1000003814697,14,28.5,51.0999984741211,15.6999998092651,86.0999984741211,0.899999976158142,3.40000009536743,0,
20170501,양천,20.2999992370605,14,28.2999992370605,59.2999992370605,23.7000007629395,90.8000030517578,1.20000004768372,4,0,
